review_id,title,author,author_url,version,rating,review,vote_count
3940126958,What the heck!!!,FazleRabi1,https://itunes.apple.com/us/reviews/id529231890,8.20.0,1,Not only does this game require a lot of space but once downloaded it doesn’t even load. I’m using my iPhone X and it’s not the latest but it’s definitely up there. My internet provider is Verizon Fios gigabyte connection. Regardless of that the game still won’t load properly and when it does load game play is horrendous. I hate this app wasted so much time waiting for the thing to load!!! Do not recommend!!!,0
3940083597,iPhone 8plus,Drea16,https://itunes.apple.com/us/reviews/id14928396,8.20.0,1,Audio still doesn’t work? I cannot hear or talk to other players. I’m going to APEX !!,0
3940034873,Pls fix it,blanca_💙💜💛🧡,https://itunes.apple.com/us/reviews/id997542462,8.20.0,2,It’s won’t let me send a friend request or accept no ones  on mobile (idk if it’s just mobile),0
3939990613,Mobile is messed up,rayknight05,https://itunes.apple.com/us/reviews/id782898048,8.20.0,5,I enjoy mobile fortnite a lot!!! But it keeps kicking me out.,0
3939962643,Fortnite,Pekka_1305,https://itunes.apple.com/us/reviews/id717720289,8.20.0,5,GoodGoodGoodGood,0
3939948911,My Preview,perfectredcreepy,https://itunes.apple.com/us/reviews/id952606642,8.20.0,1,I’m always having trouble getting into my account so I deleted this game and I’m never getting it again unless you can give me 1000 free v bucks and 100 tier battle pass for ever and then I will reinstall this game and I’m sorry I love this game and I wish you could make it have not a login place and have it less laggy ok,0
3939946950,STOP RUINING YOU GAME!!!!!!!!!,sharafat98,https://itunes.apple.com/us/reviews/id905361942,8.20.0,1,f,0
3939942699,Mic problems,crush78934,https://itunes.apple.com/us/reviews/id643223220,8.20.0,1,Mics don’t even work anymore with the new update,0
3939935260,Your making Fortnite annoying,Jesse Godwin33,https://itunes.apple.com/us/reviews/id987254327,8.20.0,3,"First off, you bring Nintendo Switch players to a mobile lobby. It’s like telling us to go hell. They build faster, edit better and play far more comfortably. Then when we get kills, we no longer get health or shield, do know how stupid that is. I kill 2 players in a row and now I’m low on health, someone from no were just one shot me be cause I 29HP...Fortnite is no longer about who is better player anymore, it’s just who gets lucky wins. Fix this, take away switch players and bring back the siphon effect. We have 
 spent a lot of money on this game, it’s only right to listen to us",0
3939917413,Not as much,wolfpack671,https://itunes.apple.com/us/reviews/id958144418,8.20.0,3,Epic games if you hear me out please fix the lag and glitchyness when I land in saltyspring my graphics is the worst please fix this please I wish I had better graphics so may u please fix the graphics man and please fortnite on my iPad min 4 can u fix the glitchyness and also when I’m gliding somewhere th graphics is like glitchy and laggy and when I go to that spot it starts to page fortnite please fix this.And fortnite can u please change the na west a bit lower because it’s kind of high to be honest and I’m glitchy.What I mean by na west is the region is going higher then it should be.So fortnite can u keep the region number low please like 90 atleast,0
3939908375,I exit and gotta load,RandyTheSwag,https://itunes.apple.com/us/reviews/id602254377,8.20.0,1,I just exit out of Fortnite for 5 seconds then I have to load in again,0
3939884317,Switch players in the same lobby,shehhshd vyd,https://itunes.apple.com/us/reviews/id953158847,8.20.0,5,Mobile gets a disadvantage switch players are way to advanced for us switch players make it like they are hacking KICK THEM OUT,0
3939869598,Let me sign in my account,you o me something,https://itunes.apple.com/us/reviews/id890679137,8.20.0,5,Hey epic every time I try to sign into my account it say it couldn’t sign in please try again later I waited 2 hours and nothing was working,0
3939839000,Friend requests does not appear,Scooby-Doo-Papa8,https://itunes.apple.com/us/reviews/id900411966,8.20.0,1,Every time someone friend requests me and I do not accept right away it does not appear in my suggested friends can you please fix this?,0
3939834939,Why Hasn’t Epic made an Exclusive skin for iOS,DomT21,https://itunes.apple.com/us/reviews/id889973592,8.20.0,1,"Why hasn’t epic-games released an exclusive skin for iPhone users. The Nintendo Switch , Xbox, Ps4, Nvidia PC, And Even Samsung have multiple exclusive skins. It’s not fair for the Apple Players not to have an exclusive. Mobile Fortnite for iOS was released way before the Nintendo Switch. Those who played Since Season 3 on iPhone should get the skin. And start an exclusive skin For the iPhone X.",0
3939794793,The update for mobile won’t come,disbelive sans,https://itunes.apple.com/us/reviews/id838687479,8.20.0,5,Well,0
3939791894,This app I so good,uninikki,https://itunes.apple.com/us/reviews/id524034141,8.20.0,5,This app is just so amazing I love how you have so many cool things.,0
3939791368,Support iPad Air,Hiabc,https://itunes.apple.com/us/reviews/id123875927,8.20.0,3,Don’t like that it doesn’t support my I pad and I get bound when I can play fortnite and it’s frustrating.,0
3939784354,I phone 6 plus,Zhyar_yahya,https://itunes.apple.com/us/reviews/id766600538,8.20.0,5,I have iPhone 6 Plus,0
3939764928,I love you,bear💝❤️123,https://itunes.apple.com/us/reviews/id998116668,8.20.0,5,Love it,0
3939731393,Bad game,LeoTheGam3r,https://itunes.apple.com/us/reviews/id410825638,8.20.0,1,"I liked it,i was a good player but then in season 8 came new  players im okay with that but then the new players are just camping or attacking like if they are team when they are enemies im mad with that because im loosing because of that Epic if u can just ban then or idk but mi not playing until all the players attack because i was ok until season 8 plz Epic fix that because im not playing anymore",0
3939719117,Good game but the lag,"od,",https://itunes.apple.com/us/reviews/id300133354,8.20.0,5,This game I played from season 3 I only veg it but then by the seasons past my game lags most of the time like today I was playing the floor is lava and then I tried to place a launch pad then I lag and i go backwards  and die to lava I don’t have problems with this but epic games I telling you this so you can fix  it,0
3939716393,Voice chat messed up,zineabstrater,https://itunes.apple.com/us/reviews/id975030899,8.20.0,4,Every time I use my mic no one can hear me and I turn my mic up but it doesn’t work😡😭,0
3939694740,Mobile building,Nextmessi 17,https://itunes.apple.com/us/reviews/id998110186,8.20.0,4,Why every time you take out your building mode why do you have to hold the button or wait a few seconds,0
3939690109,If It Didn’t Glitch’s You Out It Would Be A Way Better Game,ChipGuyMcFrenchfri,https://itunes.apple.com/us/reviews/id584204687,8.20.0,5,The title explains it,0
3939689556,Epic is trash,TSM is trash,https://itunes.apple.com/us/reviews/id993353536,8.20.0,1,So it makes you rage and puts some impossible things in it’s just not fun anymore and it made me break headset because of epic allowing people to call you what they want to you report they don’t care,0
3939668676,Performance,edeard66,https://itunes.apple.com/us/reviews/id936450101,8.20.0,5,"The game is absolutely amazing! When the update came out my game ran the best it ever has, no Frame drops at all and 30 FPS! But the next day, the performance became absolutely terrible, if you guys could address performance that would be great!😁👍",0
3939667825,Fornite,DanTheMan777000,https://itunes.apple.com/us/reviews/id953043777,8.20.0,4,The reason why I put a 4 star is that I want the mobile players to hear and speak on the microphone please if you put it back then I will happily give you a 5 STAR.This is my username so you can give me just 100 V bucks so I can get the new dance I already have 100 V Bucks but I just need 100 more please and it is DanTheMan777000 Thanks your The Best.,0
3939667568,The app  has crashed on the I phone,vazquezgodlike,https://itunes.apple.com/us/reviews/id803066802,8.20.0,5,Pls fix,0
3939667467,Llama,tryigon89 fortnite,https://itunes.apple.com/us/reviews/id933796751,8.20.0,5,BEST Battle Royale game lit,0
3939661336,Amazing,Not-ninja,https://itunes.apple.com/us/reviews/id30191000,8.20.0,5,The game is number 1 in the word if you are 5 or younger it doesn’t made because there is no blood but their is guns if your kid can't find a gun try to land at a house you would find one there if you need more information tell me and just send amazing,0
3939659001,Its so cool really,Mailman808,https://itunes.apple.com/us/reviews/id219168224,8.20.0,5,Ok,0
3939655274,Mobile has ALOT of problems,DylsPickle11,https://itunes.apple.com/us/reviews/id651701964,8.20.0,3,"My iPhone XS Max is a very powerful phone. Fortnite will run for a day or two then it will say there’s updates, and they never allow it to update.",0
3939648342,Game is nearly ruined,TheSkilledSnake,https://itunes.apple.com/us/reviews/id991619400,8.20.0,3,"When I got an iPhone 8 I was really excited thinking that fortnite would run pretty easily, and oh boy was I wrong.  I should be an na west player but na east gives me better ping and FPS.  Even something small but big like for some reason when I go to open a door the doorbell rings instead, and now whoever was in there knows exactly where I am, before I even open the door.  This can cause them to run downstairs and shoot me dead right on the spot.  And don’t even get me started on how the game crashes frequently and I have to restart my phone for it to not crash again, but when i restart I usually load into my first game on about 2 minutes after the bus kicks me off. I feel like I’m a decent player, I just lag out half the time, as in weird teleporting out from something or lagging off a stair I was peeking from.  The game does have some perks, like they’ve really been going to listen to the community lately, which I am VERY thankful for.  One last thing, VAULT THE TURRET.  It is the most annoying thing in the game and the only way to counter is explosives.  Ok that’s all I have to say.",0
3939647335,Why so many updates?!,Dj.Black Keys,https://itunes.apple.com/us/reviews/id509740912,8.20.0,2,I literally just updated this app two days ago and now it just booted me off and said I need to update again! Like seriously can you not fix what you need to then release it? I have to sit and wait for half a gig to download and install (and stare at screen while it does it because I can’t go anywhere else or it’ll just pause) just to play again. The updates are one issue and the controls are another. There’s clearly a disadvantage for mobile vs console players and it gets frustrating but I live with it. The updates are really what brought me here. They’re inconsistent and very intrusive. Plan your updates to not be every other day please... meanwhile I’ll wait until the update is actually released on the App Store.,0
3939646385,Uhh,Arian Luc,https://itunes.apple.com/us/reviews/id836353450,8.20.0,5,Not hatin but i cant update it it just says open bruhh ( ͡° ͜ʖ ͡°),0
3939646126,Need back,esifuentesdh101,https://itunes.apple.com/us/reviews/id653985578,8.20.0,2,"Bring back Shield/Health when killing an opponent i keep getting rushed since update.I hate when i kill someone,then i get killed cause of low health by someone near me.",0
3939645845,The update button is not working,Lil miss bill,https://itunes.apple.com/us/reviews/id207969184,8.20.0,5,Hi this is one of you fans the update button is not working for all the play station phone and more I played with my cousin last night and it work all fine soooo sorry if I woke you up but I have to go. Love your fan Eliana Leon,0
3939644530,Not letting me update!!!,lizbet🖤,https://itunes.apple.com/us/reviews/id998103450,8.20.0,1,"This game does not let me update the game as I restarted my mobile device and tell me how my brother is playing as I write this complain. Also I would like Epic to let Fortnite mobile players speak to eathother. I hope Epic report/complain and empathy to us mobile to fix the error and let me update to I can enjoy myslef! Thank you for your time and hope you take this into consideration. 

Sincerely, Lizbet Rodriguez",0
3939946950,STOP RUINING YOU GAME!!!!!!!!!,sharafat98,https://itunes.apple.com/us/reviews/id905361942,8.20.0,1,f,0
3939942699,Mic problems,crush78934,https://itunes.apple.com/us/reviews/id643223220,8.20.0,1,Mics don’t even work anymore with the new update,0
3939935260,Your making Fortnite annoying,Jesse Godwin33,https://itunes.apple.com/us/reviews/id987254327,8.20.0,3,"First off, you bring Nintendo Switch players to a mobile lobby. It’s like telling us to go hell. They build faster, edit better and play far more comfortably. Then when we get kills, we no longer get health or shield, do know how stupid that is. I kill 2 players in a row and now I’m low on health, someone from no were just one shot me be cause I 29HP...Fortnite is no longer about who is better player anymore, it’s just who gets lucky wins. Fix this, take away switch players and bring back the siphon effect. We have 
 spent a lot of money on this game, it’s only right to listen to us",0
3939917413,Not as much,wolfpack671,https://itunes.apple.com/us/reviews/id958144418,8.20.0,3,Epic games if you hear me out please fix the lag and glitchyness when I land in saltyspring my graphics is the worst please fix this please I wish I had better graphics so may u please fix the graphics man and please fortnite on my iPad min 4 can u fix the glitchyness and also when I’m gliding somewhere th graphics is like glitchy and laggy and when I go to that spot it starts to page fortnite please fix this.And fortnite can u please change the na west a bit lower because it’s kind of high to be honest and I’m glitchy.What I mean by na west is the region is going higher then it should be.So fortnite can u keep the region number low please like 90 atleast,0
3939908375,I exit and gotta load,RandyTheSwag,https://itunes.apple.com/us/reviews/id602254377,8.20.0,1,I just exit out of Fortnite for 5 seconds then I have to load in again,0
3939884317,Switch players in the same lobby,shehhshd vyd,https://itunes.apple.com/us/reviews/id953158847,8.20.0,5,Mobile gets a disadvantage switch players are way to advanced for us switch players make it like they are hacking KICK THEM OUT,0
3939869598,Let me sign in my account,you o me something,https://itunes.apple.com/us/reviews/id890679137,8.20.0,5,Hey epic every time I try to sign into my account it say it couldn’t sign in please try again later I waited 2 hours and nothing was working,0
3939839000,Friend requests does not appear,Scooby-Doo-Papa8,https://itunes.apple.com/us/reviews/id900411966,8.20.0,1,Every time someone friend requests me and I do not accept right away it does not appear in my suggested friends can you please fix this?,0
3939834939,Why Hasn’t Epic made an Exclusive skin for iOS,DomT21,https://itunes.apple.com/us/reviews/id889973592,8.20.0,1,"Why hasn’t epic-games released an exclusive skin for iPhone users. The Nintendo Switch , Xbox, Ps4, Nvidia PC, And Even Samsung have multiple exclusive skins. It’s not fair for the Apple Players not to have an exclusive. Mobile Fortnite for iOS was released way before the Nintendo Switch. Those who played Since Season 3 on iPhone should get the skin. And start an exclusive skin For the iPhone X.",0
3939794793,The update for mobile won’t come,disbelive sans,https://itunes.apple.com/us/reviews/id838687479,8.20.0,5,Well,0
3939791894,This app I so good,uninikki,https://itunes.apple.com/us/reviews/id524034141,8.20.0,5,This app is just so amazing I love how you have so many cool things.,0
3939791368,Support iPad Air,Hiabc,https://itunes.apple.com/us/reviews/id123875927,8.20.0,3,Don’t like that it doesn’t support my I pad and I get bound when I can play fortnite and it’s frustrating.,0
3939784354,I phone 6 plus,Zhyar_yahya,https://itunes.apple.com/us/reviews/id766600538,8.20.0,5,I have iPhone 6 Plus,0
3939764928,I love you,bear💝❤️123,https://itunes.apple.com/us/reviews/id998116668,8.20.0,5,Love it,0
3939731393,Bad game,LeoTheGam3r,https://itunes.apple.com/us/reviews/id410825638,8.20.0,1,"I liked it,i was a good player but then in season 8 came new  players im okay with that but then the new players are just camping or attacking like if they are team when they are enemies im mad with that because im loosing because of that Epic if u can just ban then or idk but mi not playing until all the players attack because i was ok until season 8 plz Epic fix that because im not playing anymore",0
3939719117,Good game but the lag,"od,",https://itunes.apple.com/us/reviews/id300133354,8.20.0,5,This game I played from season 3 I only veg it but then by the seasons past my game lags most of the time like today I was playing the floor is lava and then I tried to place a launch pad then I lag and i go backwards  and die to lava I don’t have problems with this but epic games I telling you this so you can fix  it,0
3939716393,Voice chat messed up,zineabstrater,https://itunes.apple.com/us/reviews/id975030899,8.20.0,4,Every time I use my mic no one can hear me and I turn my mic up but it doesn’t work😡😭,0
3939694740,Mobile building,Nextmessi 17,https://itunes.apple.com/us/reviews/id998110186,8.20.0,4,Why every time you take out your building mode why do you have to hold the button or wait a few seconds,0
3939690109,If It Didn’t Glitch’s You Out It Would Be A Way Better Game,ChipGuyMcFrenchfri,https://itunes.apple.com/us/reviews/id584204687,8.20.0,5,The title explains it,0
3939689556,Epic is trash,TSM is trash,https://itunes.apple.com/us/reviews/id993353536,8.20.0,1,So it makes you rage and puts some impossible things in it’s just not fun anymore and it made me break headset because of epic allowing people to call you what they want to you report they don’t care,0
3939668676,Performance,edeard66,https://itunes.apple.com/us/reviews/id936450101,8.20.0,5,"The game is absolutely amazing! When the update came out my game ran the best it ever has, no Frame drops at all and 30 FPS! But the next day, the performance became absolutely terrible, if you guys could address performance that would be great!😁👍",0
3939667825,Fornite,DanTheMan777000,https://itunes.apple.com/us/reviews/id953043777,8.20.0,4,The reason why I put a 4 star is that I want the mobile players to hear and speak on the microphone please if you put it back then I will happily give you a 5 STAR.This is my username so you can give me just 100 V bucks so I can get the new dance I already have 100 V Bucks but I just need 100 more please and it is DanTheMan777000 Thanks your The Best.,0
3939667568,The app  has crashed on the I phone,vazquezgodlike,https://itunes.apple.com/us/reviews/id803066802,8.20.0,5,Pls fix,0
3939667467,Llama,tryigon89 fortnite,https://itunes.apple.com/us/reviews/id933796751,8.20.0,5,BEST Battle Royale game lit,0
3939661336,Amazing,Not-ninja,https://itunes.apple.com/us/reviews/id30191000,8.20.0,5,The game is number 1 in the word if you are 5 or younger it doesn’t made because there is no blood but their is guns if your kid can't find a gun try to land at a house you would find one there if you need more information tell me and just send amazing,0
3939659001,Its so cool really,Mailman808,https://itunes.apple.com/us/reviews/id219168224,8.20.0,5,Ok,0
3939655274,Mobile has ALOT of problems,DylsPickle11,https://itunes.apple.com/us/reviews/id651701964,8.20.0,3,"My iPhone XS Max is a very powerful phone. Fortnite will run for a day or two then it will say there’s updates, and they never allow it to update.",0
3939648342,Game is nearly ruined,TheSkilledSnake,https://itunes.apple.com/us/reviews/id991619400,8.20.0,3,"When I got an iPhone 8 I was really excited thinking that fortnite would run pretty easily, and oh boy was I wrong.  I should be an na west player but na east gives me better ping and FPS.  Even something small but big like for some reason when I go to open a door the doorbell rings instead, and now whoever was in there knows exactly where I am, before I even open the door.  This can cause them to run downstairs and shoot me dead right on the spot.  And don’t even get me started on how the game crashes frequently and I have to restart my phone for it to not crash again, but when i restart I usually load into my first game on about 2 minutes after the bus kicks me off. I feel like I’m a decent player, I just lag out half the time, as in weird teleporting out from something or lagging off a stair I was peeking from.  The game does have some perks, like they’ve really been going to listen to the community lately, which I am VERY thankful for.  One last thing, VAULT THE TURRET.  It is the most annoying thing in the game and the only way to counter is explosives.  Ok that’s all I have to say.",0
3939647335,Why so many updates?!,Dj.Black Keys,https://itunes.apple.com/us/reviews/id509740912,8.20.0,2,I literally just updated this app two days ago and now it just booted me off and said I need to update again! Like seriously can you not fix what you need to then release it? I have to sit and wait for half a gig to download and install (and stare at screen while it does it because I can’t go anywhere else or it’ll just pause) just to play again. The updates are one issue and the controls are another. There’s clearly a disadvantage for mobile vs console players and it gets frustrating but I live with it. The updates are really what brought me here. They’re inconsistent and very intrusive. Plan your updates to not be every other day please... meanwhile I’ll wait until the update is actually released on the App Store.,0
3939646385,Uhh,Arian Luc,https://itunes.apple.com/us/reviews/id836353450,8.20.0,5,Not hatin but i cant update it it just says open bruhh ( ͡° ͜ʖ ͡°),0
3939646126,Need back,esifuentesdh101,https://itunes.apple.com/us/reviews/id653985578,8.20.0,2,"Bring back Shield/Health when killing an opponent i keep getting rushed since update.I hate when i kill someone,then i get killed cause of low health by someone near me.",0
3939645845,The update button is not working,Lil miss bill,https://itunes.apple.com/us/reviews/id207969184,8.20.0,5,Hi this is one of you fans the update button is not working for all the play station phone and more I played with my cousin last night and it work all fine soooo sorry if I woke you up but I have to go. Love your fan Eliana Leon,0
3939644530,Not letting me update!!!,lizbet🖤,https://itunes.apple.com/us/reviews/id998103450,8.20.0,1,"This game does not let me update the game as I restarted my mobile device and tell me how my brother is playing as I write this complain. Also I would like Epic to let Fortnite mobile players speak to eathother. I hope Epic report/complain and empathy to us mobile to fix the error and let me update to I can enjoy myslef! Thank you for your time and hope you take this into consideration. 

Sincerely, Lizbet Rodriguez",0
3939643334,The skins,Hollywood2003,https://itunes.apple.com/us/reviews/id130273743,8.20.0,5,Well you guys need to give everyone one skin not default because kids steel there moms credit cards and just give everyone free battle pass and skins the games ment for fun not money and if no one agrees well it’s just a game not about money rate me 5 stars for everybody a skin! Hope you like my review and my it come true guys and epicgames  I hope you read this :),0
3939642463,"Horrible,,,, just trash",EPIC_Fix_these_Bugs/glitches,https://itunes.apple.com/us/reviews/id901768124,8.20.0,1,The reason why it’s so bad is because you can’t update it,0
3939639172,Microphone is not working,U Will Like Me,https://itunes.apple.com/us/reviews/id632892013,8.20.0,5,The microphone has not been working and I can’t talk to my friends online enstead I have to talk to them through the chat.,0
3939638212,Kick,Wrightt510,https://itunes.apple.com/us/reviews/id972583125,8.20.0,5,So you guys need to fix how every time I’m in a game it kicks me out this one time I had a gold pump than I kicked me out my and my friends experienced this in our mobile games.Also can you add a oh crackshot edit style because I bough it in season 2 and now every noob has it plz read this epic my epic name is Wrightt510 please don’t bring back crackshot again,0
3939637315,Only bad thing about this game,nsjsjeid,https://itunes.apple.com/us/reviews/id986858648,8.20.0,5,I been playing this game for a long time now and I still don’t get my screen do not register when I’m about to land or land and everything blurry. And when I get close to a person while playing on mobile my screen start freezing and that gets me very upset.,0
3939636860,Updates,TastyMcBacon,https://itunes.apple.com/us/reviews/id251266935,8.20.0,3,Every time we have a update for fortnite it sometimes the update button doesn’t show up. Also lag is a problem and I was also asking for health per kill cause I enjoyed it and other people too.,0
3939636603,I love this game,jj likes turtles,https://itunes.apple.com/us/reviews/id998103739,8.20.0,5,I love this game because I get to play with my friends there is just one thing I don’t like it’s that the mobile mics are not working I also think they should add gold hunting rifles,0
3939634302,Best game ever I’m a pro,Alex is here1 BTW-YT,https://itunes.apple.com/us/reviews/id755408215,8.20.0,5,"I’m a pro epicI drop 20 kill every game  and I killed ducky the gamer and SSanta 2 and one thing you should fix is the pin for some phones

Thanks epic for the best game",0
3939634244,Great game,Sickomode$$,https://itunes.apple.com/us/reviews/id998103497,8.20.0,1,"This game has it all!!! Lov it
👌😍❤️❤️❤️❤️❤️❤️🎮",0
3939634205,Game won’t update,Foggybutt,https://itunes.apple.com/us/reviews/id536252052,8.20.0,5,For some odd reason my Fortnite won’t update and it says there is an update,0
3939632558,Really fun,DatJoeySM,https://itunes.apple.com/us/reviews/id116022853,8.20.0,5,A game that is popular around the world and epic games puts out a mobile version and that will cause more people to play so that’s the smart move very fun just like Xbox and computer version love it!,0
3939632237,Game just hasn’t been working lately,Meh_828,https://itunes.apple.com/us/reviews/id314665423,8.20.0,1,"The game on mobile has been horrible lately. 
The mobile mic still isn’t back on and if it doesn’t get put back I want my battle pass money returned because I only play the game to play with friends and what’s the point if I don’t have the mic working on my phone because it was never fixed.
And the game keeps kicking me out of every match I’ve been attempting to play like why is this happening?? 
Im gonna want a refund for all of it soon!!!",0
3939631244,Why I love Fortnite,PrincessAshly_1,https://itunes.apple.com/us/reviews/id967255374,8.20.0,5,I love Fortnite because I love the skins and I love that I can play with all my friends and my brother.,0
3939630991,The game is great,HGonyea,https://itunes.apple.com/us/reviews/id483444411,8.20.0,5,"The game is actually very good for a mobile game. I think you need to add a little bit of things to mobile. You need to take the switch players out of mobile lobbies, it isn’t fair. Can you please remove auto aim it’s very unfair. And finally for the removing section you need to take out controller support it isn’t fair to the people that can’t afford the controllers, they are very expensive. Please add a setting so you can auto assign weapons to a certain item slot. Me being an OG and playing since season 2 I think you should take my recommendations to thought. Thanks HGONYEA21",0
3939629955,Best game I’ve ever played,Caden cobb,https://itunes.apple.com/us/reviews/id429873509,8.20.0,4,Good game and graphics but I have a problem I think ever since week 1 of season 8 the microphone on mobile hasn’t been working and it’s aggravating lol but I don’t know if it’s my iPhone 8 Plus or whatever just please get it fix. Thank you,0
3939629661,Gvans10 s poem,gvans10,https://itunes.apple.com/us/reviews/id891303673,8.20.0,5,Hi epic if you could see this i gave you 5 stars beacuse i like the new stuff you add to the game and if you can here me i want 1000000000 v bucks pls,0
3939629342,Update failure,verrrry important review,https://itunes.apple.com/us/reviews/id770773282,8.20.0,5,When I open up the app it says that there is an update available when I have already updated  the game is a five star tho.,0
3939621859,You guys broke the game 1 to many times,xxjeffrayxx,https://itunes.apple.com/us/reviews/id215340411,8.20.0,1,The game has soooo many glitches and every time you guys update it it breaks or you guys fix 1 thing and 5 more bad things pop I’m officially done spending any money on this game and it getting uninstalled as we speak. Fix your game epic I promise I’m not the only one you’ve lost to the poor management of the game.,0
3939621530,Fortnite,Sebastijan BB,https://itunes.apple.com/us/reviews/id219697782,8.20.0,5,"This game is real good but the only thing that is bad is that my game drops frames 
a lot and I play ok iPhone X",0
3939621286,Dear Fortnite,ghcdvfjjcdyjkdb,https://itunes.apple.com/us/reviews/id998098318,8.20.0,5,I don’t have the update,0
3939621229,Can’t even open the game anymore,Tina(NWL),https://itunes.apple.com/us/reviews/id161318166,8.20.0,1,"I’ve been playing Fortnite on iOS since the week it debuted. I love the game, but Epic doesn’t love iOS users.

I’ve been patient during the lags and the aiming issues. I try not to mind that I can’t fill a team when playing with a friend who’s on Playstation.

For weeks now we’ve had no voice chat capability. I missed out on Getaway, I’m missing out on the Floor is Lava.

And now I can’t even open the game.",0
3939620768,FIX YUR GAM,Gshbstjxsfgvb,https://itunes.apple.com/us/reviews/id423869727,8.20.0,1,BOI.  IN MY PANTS,0
3939620175,should I start playing PubG?,totally.tay,https://itunes.apple.com/us/reviews/id901242628,8.20.0,1,"annoyed with the game tbh.. mobile used to run so smoothly, yet every time they update it now they just continuously mess things up. Why can’t they just leave things alone, they’re running the fun in the game.. honestly haven’t spent money on the game in months because I’m too afraid of not being able to play the game and just wasting it.....!!!! #leaveitalone",0
3939619753,Why is this happening,lolwhat?,https://itunes.apple.com/us/reviews/id896102097,8.20.0,1,I think this is happening for all mobile people but I go to the app and it just.. says to update it but when I click it I can’t because I already did.,0
3939619706,Epic keep it up,we need more players,https://itunes.apple.com/us/reviews/id961255453,8.20.0,5,Keep up Fortnite and we could beat Apex Legends!,0
3939619353,Cross hair editing,HeyImscaredd,https://itunes.apple.com/us/reviews/id553301242,8.20.0,4,"Epic should add two versions of cross hair editing. One is how it already is, and the other is using the shoot button to select a edit.",0
3939619068,Problem with update,Nash0810,https://itunes.apple.com/us/reviews/id473032314,8.20.0,5,I can’t update the game,0
3939619081,Hello,Fernyyanez,https://itunes.apple.com/us/reviews/id975930636,8.20.0,5,I love playing on mobile I have a ps4 but I like playing on mobile better.,0
3939619012,Why does it always update when it says open?!,wai jae,https://itunes.apple.com/us/reviews/id998101876,8.20.0,3,I love Fortnite but it always update when it says open I did not like this,0
3939618341,UPDATES,vvgfrrdd,https://itunes.apple.com/us/reviews/id916813990,8.20.0,1,IT UPDATES WAY TO MUCH. ITS ANNOYING AND A HASSEL.,0
3939618017,Why,theres a eror,https://itunes.apple.com/us/reviews/id988572499,8.20.0,5,Pls help me my game is crashing the game I lit but I can’t play a match and I can’t update,0
